Sus_Ochiai:
(172, 1.000316856780735)
(164, 1.0003109452736318)
(168, 1.0003109452736318)
(50, 0.0)
(51, 0.0)
(52, 0.0)
(53, 0.0)
(56, 0)
(61, 0)
(73, 0.0)
(81, 0)
(91, 0)
(112, 0.0)
(122, 0.0)

Sus_Naish1:
(50, -1)
(51, -1)
(52, -1)
(53, -1)
(56, -1)
(58, -1)
(61, -1)
(63, -1)
(72, -1)
(73, -1)
(79, -1)
(81, -1)
(90, -1)
(91, -1)
(97, -1)
(99, -1)
(104, -1)
(109, -1)
(112, -1)
(118, -1)
(119, -1)
(120, -1)
(122, -1)
(124, -1)
(126, -1)
(127, -1)
(128, -1)
(133, -1)
(135, -1)
(136, -1)
(158, -1)
(160, -1)
(161, -1)
(162, -1)
(163, -1)
(164, -1)
(165, -1)
(166, -1)
(167, -1)
(168, -1)
(169, -1)
(171, -1)
(141, -124)
(148, -124)
(159, -268)
(172, -1576)

