Sus_Jaccard:
(122, 0.5047619047619047)
(124, 0.5047619047619047)
(141, 0.5047619047619047)
(157, 0.5047619047619047)
(158, 0.5047619047619047)
(159, 0.5047619047619047)
(160, 0.5047619047619047)
(161, 0.5047619047619047)
(162, 0.5047619047619047)
(163, 0.5047619047619047)
(164, 0.5047619047619047)
(165, 0.5047619047619047)
(166, 0.5047619047619047)
(167, 0.5047619047619047)
(168, 0.5047619047619047)
(169, 0.5047619047619047)
(171, 0.5047619047619047)
(172, 0.5047619047619047)
(144, 0.5)
(148, 0.5)

Sus_Dstar3:
(79, 12.408510638297873)
(97, 12.408510638297873)
(107, 9.768844221105528)
(109, 9.768844221105528)
(135, 7.9346938775510205)
(61, 6.71889400921659)
(63, 6.71889400921659)
(66, 6.71889400921659)
(72, 6.71889400921659)
(73, 6.71889400921659)
(81, 6.71889400921659)
(84, 6.71889400921659)
(90, 6.71889400921659)
(91, 6.71889400921659)
(99, 6.71889400921659)
(126, 6.71889400921659)
(127, 6.71889400921659)
(128, 6.71889400921659)
(133, 6.71889400921659)
(48, 3.7384615384615385)
(50, 3.7384615384615385)
(51, 3.7384615384615385)
(52, 3.7384615384615385)
(53, 3.7384615384615385)
(54, 3.7384615384615385)
(112, 3.7384615384615385)
(118, 3.7384615384615385)
(119, 3.7384615384615385)
(120, 3.7384615384615385)
(122, 3.7384615384615385)
(124, 3.7384615384615385)
(141, 3.7384615384615385)
(157, 3.7384615384615385)
(158, 3.7384615384615385)
(159, 3.7384615384615385)
(160, 3.7384615384615385)
(161, 3.7384615384615385)
(162, 3.7384615384615385)
(163, 3.7384615384615385)
(164, 3.7384615384615385)
(165, 3.7384615384615385)
(166, 3.7384615384615385)
(167, 3.7384615384615385)
(168, 3.7384615384615385)
(169, 3.7384615384615385)
(171, 3.7384615384615385)
(172, 3.7384615384615385)
(144, 3.667924528301887)
(148, 3.667924528301887)
(136, 2.5220588235294117)
(138, 2.157212317666126)
(56, 0.6471698113207547)
(58, 0.6471698113207547)
(102, 0.6423220973782772)
(104, 0.6423220973782772)

